Team,Date,MATCHUP,Home/Away,W/L,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
BOS,5/23/17,BOS @ CLE,TRUE,L,240,99,35,79,44.3,25,48,52.08333333,10,31,32.3,19,20,95,7,22,29,26,7,2,12,15,-13
SAS,5/22/17,SAS vs. GSW,FALSE,L,240,115,41,98,41.8,33,73,45.20547945,8,25,32,25,32,78.1,12,30,42,33,14,4,8,20,-14
GSW,5/22/17,GSW @ SAS,TRUE,W,240,129,48,86,55.8,34,47,72.34042553,14,39,35.9,19,25,76,5,48,53,30,7,3,17,25,14
CLE,5/21/17,CLE vs. BOS,FALSE,L,240,108,32,70,45.7,16,31,51.61290323,16,39,41,28,36,77.8,11,35,46,21,5,4,15,11,-3
BOS,5/21/17,BOS @ CLE,TRUE,W,239,111,42,91,46.2,24,51,47.05882353,18,40,45,9,12,75,11,27,38,28,10,3,9,23,3
SAS,5/20/17,SAS vs. GSW,FALSE,L,240,108,44,93,47.3,39,72,54.16666667,5,21,23.8,15,25,60,15,31,46,22,10,3,15,21,-12
GSW,5/20/17,GSW @ SAS,TRUE,W,241,120,46,84,54.8,35,57,61.40350877,11,27,40.7,17,22,77.3,9,33,42,23,12,6,21,23,12
CLE,5/19/17,CLE @ BOS,TRUE,W,241,130,48,85,56.5,29,46,63.04347826,19,39,48.7,15,23,65.2,9,36,45,28,10,6,12,17,44
BOS,5/19/17,BOS vs. CLE,FALSE,L,241,86,32,86,37.2,24,59,40.6779661,8,27,29.6,14,15,93.3,10,29,39,23,7,4,20,19,-44
CLE,5/17/17,CLE @ BOS,TRUE,W,240,117,39,81,48.1,28,50,56,11,31,35.5,28,35,80,12,32,44,21,9,2,8,17,13
BOS,5/17/17,BOS vs. CLE,FALSE,L,240,104,41,88,46.6,29,50,58,12,38,31.6,10,18,55.6,13,27,40,33,4,1,14,26,-13
SAS,5/16/17,SAS @ GSW,TRUE,L,242,100,37,100,37,29,77,37.66233766,8,23,34.8,18,21,85.7,22,27,49,21,11,5,18,17,-36
GSW,5/16/17,GSW vs. SAS,FALSE,W,242,136,50,89,56.2,32,52,61.53846154,18,37,48.6,18,19,94.7,6,34,40,39,16,5,16,19,36
WAS,5/15/17,WAS @ BOS,TRUE,L,240,105,36,80,45,26,51,50.98039216,10,29,34.5,23,29,79.3,10,33,43,18,6,4,15,17,-10
BOS,5/15/17,BOS vs. WAS,FALSE,W,241,115,42,79,53.2,31,55,56.36363636,11,24,45.8,20,25,80,4,27,31,27,7,4,8,24,10
SAS,5/14/17,SAS @ GSW,TRUE,L,240,111,40,84,47.6,33,62,53.22580645,7,22,31.8,24,28,85.7,14,23,37,19,13,3,17,24,-2
GSW,5/14/17,GSW vs. SAS,FALSE,W,241,113,39,81,48.1,28,51,54.90196078,11,30,36.7,24,33,72.7,17,26,43,22,13,8,19,24,2
WAS,5/12/17,WAS vs. BOS,FALSE,W,239,92,37,86,43,32,62,51.61290323,5,24,20.8,13,21,61.9,11,35,46,20,4,7,12,24,1
BOS,5/12/17,BOS @ WAS,TRUE,L,240,91,32,79,40.5,21,44,47.72727273,11,35,31.4,16,18,88.9,7,30,37,25,5,3,10,19,-1
SAS,5/11/17,SAS @ HOU,TRUE,W,239,114,51,96,53.1,46,74,62.16216216,5,22,22.7,7,13,53.8,14,46,60,32,8,9,7,21,39
HOU,5/11/17,HOU vs. SAS,FALSE,L,239,75,22,77,28.6,9,37,24.32432432,13,40,32.5,18,25,72,10,27,37,14,5,3,13,16,-39
WAS,5/10/17,WAS @ BOS,TRUE,L,240,101,35,91,38.5,28,62,45.16129032,7,29,24.1,24,29,82.8,16,29,45,21,5,5,12,18,-22
BOS,5/10/17,BOS vs. WAS,FALSE,W,239,123,46,87,52.9,30,54,55.55555556,16,33,48.5,15,21,71.4,9,39,48,33,7,8,11,25,22
SAS,5/9/17,SAS vs. HOU,FALSE,W,265,110,42,103,40.8,31,70,44.28571429,11,33,33.3,15,23,65.2,18,34,52,24,7,5,7,18,3
HOU,5/9/17,HOU @ SAS,TRUE,L,265,107,38,86,44.2,22,38,57.89473684,16,48,33.3,15,21,71.4,9,38,47,21,4,5,15,23,-3
UTA,5/8/17,UTA vs. GSW,FALSE,L,241,95,33,89,37.1,25,62,40.32258065,8,27,29.6,21,28,75,10,32,42,13,7,4,9,23,-26
GSW,5/8/17,GSW @ UTA,TRUE,W,240,121,43,84,51.2,32,58,55.17241379,11,26,42.3,24,27,88.9,6,44,50,28,8,3,11,26,26
WAS,5/7/17,WAS vs. BOS,FALSE,W,240,121,44,84,52.4,35,63,55.55555556,9,21,42.9,24,27,88.9,12,33,45,29,13,3,19,22,19
TOR,5/7/17,TOR vs. CLE,FALSE,L,240,102,40,85,47.1,30,56,53.57142857,10,29,34.5,12,15,80,8,29,37,28,7,3,11,18,-7
SAS,5/7/17,SAS @ HOU,TRUE,L,241,104,44,89,49.4,37,66,56.06060606,7,23,30.4,9,18,50,11,32,43,23,8,6,14,13,-21
HOU,5/7/17,HOU vs. SAS,FALSE,W,241,125,50,95,52.6,31,52,59.61538462,19,43,44.2,6,10,60,7,34,41,28,7,3,9,17,21
CLE,5/7/17,CLE @ TOR,TRUE,W,240,109,39,82,47.6,23,41,56.09756098,16,41,39,15,16,93.8,5,32,37,24,8,5,10,11,7
BOS,5/7/17,BOS @ WAS,TRUE,L,239,102,35,79,44.3,21,48,43.75,14,31,45.2,18,24,75,9,22,31,28,13,6,18,25,-19
UTA,5/6/17,UTA vs. GSW,FALSE,L,240,91,30,77,39,23,55,41.81818182,7,22,31.8,24,34,70.6,5,37,42,19,6,3,8,22,-11
GSW,5/6/17,GSW @ UTA,TRUE,W,240,102,37,84,44,28,54,51.85185185,9,30,30,19,23,82.6,8,43,51,17,3,4,7,20,11
TOR,5/5/17,TOR vs. CLE,FALSE,L,238,94,38,87,43.7,36,69,52.17391304,2,18,11.1,16,17,94.1,1,24,25,17,9,4,4,21,-21
SAS,5/5/17,SAS @ HOU,TRUE,W,238,103,39,86,45.3,30,61,49.18032787,9,25,36,16,20,80,12,37,49,23,7,8,20,17,11
HOU,5/5/17,HOU vs. SAS,FALSE,L,240,92,32,88,36.4,20,49,40.81632653,12,39,30.8,16,18,88.9,14,25,39,17,12,7,14,18,-11
CLE,5/5/17,CLE @ TOR,TRUE,W,240,115,39,76,51.3,26,53,49.05660377,13,23,56.5,24,28,85.7,8,41,49,15,2,7,16,20,21
WAS,5/4/17,WAS vs. BOS,FALSE,W,241,116,43,92,46.7,35,67,52.23880597,8,25,32,22,25,88,13,37,50,26,7,5,9,26,27
UTA,5/4/17,UTA @ GSW,TRUE,L,240,104,38,84,45.2,26,52,50,12,32,37.5,16,20,80,5,34,39,19,9,2,14,23,-11
GSW,5/4/17,GSW vs. UTA,FALSE,W,240,115,42,85,49.4,28,54,51.85185185,14,31,45.2,17,20,85,9,38,47,33,11,4,17,20,11
BOS,5/4/17,BOS @ WAS,TRUE,L,242,89,27,77,35.1,17,45,37.77777778,10,32,31.3,25,33,75.8,8,30,38,20,4,2,16,26,-27
TOR,5/3/17,TOR @ CLE,TRUE,L,242,103,42,90,46.7,37,73,50.68493151,5,17,29.4,14,19,73.7,8,29,37,21,8,4,13,21,-22
SAS,5/3/17,SAS vs. HOU,FALSE,W,240,121,48,89,53.9,39,65,60,9,24,37.5,16,18,88.9,16,32,48,27,5,7,7,16,25
HOU,5/3/17,HOU @ SAS,TRUE,L,242,96,37,83,44.6,26,49,53.06122449,11,34,32.4,11,15,73.3,9,23,32,22,7,3,11,18,-25
CLE,5/3/17,CLE vs. TOR,FALSE,W,241,125,41,75,54.7,23,42,54.76190476,18,33,54.5,25,34,73.5,6,34,40,28,9,4,16,22,22
WAS,5/2/17,WAS @ BOS,TRUE,L,265,119,46,99,46.5,36,65,55.38461538,10,34,29.4,17,22,77.3,13,31,44,28,7,10,17,29,-10
UTA,5/2/17,UTA @ GSW,TRUE,L,241,94,38,82,46.3,29,53,54.71698113,9,29,31,9,12,75,8,36,44,25,7,4,13,18,-12
GSW,5/2/17,GSW vs. UTA,FALSE,W,240,106,40,82,48.8,33,53,62.26415094,7,29,24.1,19,21,90.5,5,32,37,32,7,8,7,16,12
BOS,5/2/17,BOS vs. WAS,FALSE,W,266,129,45,88,51.1,32,52,61.53846154,13,36,36.1,26,34,76.5,12,29,41,26,11,7,16,21,10
TOR,5/1/17,TOR @ CLE,TRUE,L,239,105,39,89,43.8,29,63,46.03174603,10,26,38.5,17,20,85,8,35,43,22,5,5,12,22,-11
SAS,5/1/17,SAS vs. HOU,FALSE,L,241,99,31,84,36.9,22,55,40,9,29,31,28,36,77.8,11,34,45,19,10,2,15,18,-27
HOU,5/1/17,HOU @ SAS,TRUE,W,238,126,40,87,46,18,37,48.64864865,22,50,44,24,27,88.9,7,42,49,30,13,5,14,25,27
CLE,5/1/17,CLE vs. TOR,FALSE,W,239,116,39,85,45.9,25,51,49.01960784,14,34,41.2,24,29,82.8,7,39,46,26,8,4,12,18,11
WAS,4/30/17,WAS @ BOS,TRUE,L,240,111,44,87,50.6,34,64,53.125,10,23,43.5,13,22,59.1,12,26,38,27,6,7,12,14,-12
UTA,4/30/17,UTA @ LAC,TRUE,W,239,104,40,79,50.6,34,66,51.51515152,6,13,46.2,18,23,78.3,10,36,46,22,8,2,8,24,13
LAC,4/30/17,LAC vs. UTA,FALSE,L,240,91,35,80,43.8,29,55,52.72727273,6,25,24,15,26,57.7,10,28,38,17,3,2,10,19,-13
BOS,4/30/17,BOS vs. WAS,FALSE,W,240,123,46,90,51.1,27,51,52.94117647,19,39,48.7,12,15,80,12,26,38,32,8,7,11,25,12
WAS,4/28/17,WAS @ ATL,TRUE,W,240,115,42,78,53.8,32,54,59.25925926,10,24,41.7,21,25,84,8,25,33,21,16,7,16,22,16
UTA,4/28/17,UTA vs. LAC,FALSE,L,240,93,32,78,41,25,52,48.07692308,7,26,26.9,22,33,66.7,10,28,38,18,8,5,7,20,-5
LAC,4/28/17,LAC @ UTA,TRUE,W,242,98,37,75,49.3,28,54,51.85185185,9,21,42.9,15,26,57.7,10,31,41,17,5,2,16,24,5
CHI,4/28/17,CHI vs. BOS,FALSE,L,240,83,32,81,39.5,28,62,45.16129032,4,19,21.1,15,17,88.2,11,34,45,13,5,2,13,16,-22
BOS,4/28/17,BOS @ CHI,TRUE,W,240,105,39,80,48.8,23,41,56.09756098,16,39,41,11,18,61.1,7,36,43,28,7,5,9,14,22
ATL,4/28/17,ATL vs. WAS,FALSE,L,240,99,37,78,47.4,28,46,60.86956522,9,32,28.1,16,19,84.2,11,24,35,26,9,3,22,22,-16
TOR,4/27/17,TOR @ MIL,TRUE,W,241,92,32,70,45.7,23,48,47.91666667,9,22,40.9,19,23,82.6,11,32,43,14,9,4,14,20,3
SAS,4/27/17,SAS @ MEM,TRUE,W,240,103,37,77,48.1,30,57,52.63157895,7,20,35,22,25,88,16,30,46,13,4,0,12,20,7
MIL,4/27/17,MIL vs. TOR,FALSE,L,241,89,32,75,42.7,25,57,43.85964912,7,18,38.9,18,28,64.3,11,26,37,18,11,10,14,20,-3
MEM,4/27/17,MEM vs. SAS,FALSE,L,240,96,32,71,45.1,20,44,45.45454545,12,27,44.4,20,24,83.3,7,21,28,15,4,1,11,26,-7
WAS,4/26/17,WAS vs. ATL,FALSE,W,239,103,37,82,45.1,30,58,51.72413793,7,24,29.2,22,27,81.5,9,33,42,21,8,10,6,20,4
CHI,4/26/17,CHI @ BOS,TRUE,L,242,97,37,74,50,28,48,58.33333333,9,26,34.6,14,17,82.4,5,37,42,24,4,5,16,21,-11
BOS,4/26/17,BOS vs. CHI,FALSE,W,239,108,38,88,43.2,29,48,60.41666667,9,40,22.5,23,23,100,8,30,38,27,9,3,6,16,11
ATL,4/26/17,ATL @ WAS,TRUE,L,241,99,38,93,40.9,29,62,46.77419355,9,31,29,14,21,66.7,11,32,43,23,3,2,11,21,-4
UTA,4/25/17,UTA @ LAC,TRUE,W,240,96,35,81,43.2,22,45,48.88888889,13,36,36.1,13,16,81.3,7,36,43,25,10,4,12,24,4
SAS,4/25/17,SAS vs. MEM,FALSE,W,240,116,42,80,52.5,28,52,53.84615385,14,28,50,18,22,81.8,10,24,34,23,7,2,7,17,13
OKC,4/25/17,OKC @ HOU,TRUE,L,240,99,35,91,38.5,25,53,47.16981132,10,38,26.3,19,29,65.5,18,31,49,16,7,7,13,27,-6
MEM,4/25/17,MEM @ SAS,TRUE,L,238,103,37,72,51.4,28,50,56,9,22,40.9,20,22,90.9,8,23,31,22,7,1,9,20,-13
LAC,4/25/17,LAC vs. UTA,FALSE,L,241,92,29,69,42,19,46,41.30434783,10,23,43.5,24,29,82.8,3,31,34,16,7,2,13,20,-4
HOU,4/25/17,HOU vs. OKC,FALSE,W,241,105,33,82,40.2,27,45,60,6,37,16.2,33,39,84.6,10,37,47,13,7,6,12,23,6
WAS,4/24/17,WAS @ ATL,TRUE,L,240,101,36,85,42.4,25,53,47.16981132,11,32,34.4,18,23,78.3,9,37,46,19,7,5,14,25,-10
TOR,4/24/17,TOR vs. MIL,FALSE,W,239,118,41,71,57.7,29,44,65.90909091,12,27,44.4,24,26,92.3,5,35,40,28,10,6,17,24,25
POR,4/24/17,POR vs. GSW,FALSE,L,242,103,33,85,38.8,20,46,43.47826087,13,39,33.3,24,29,82.8,7,32,39,14,7,3,11,20,-25
MIL,4/24/17,MIL @ TOR,TRUE,L,240,93,34,67,50.7,24,45,53.33333333,10,22,45.5,15,26,57.7,1,21,22,22,13,4,15,23,-25
GSW,4/24/17,GSW @ POR,TRUE,W,238,128,46,86,53.5,29,57,50.87719298,17,29,58.6,19,27,70.4,6,39,45,27,7,9,10,15,25
ATL,4/24/17,ATL vs. WAS,FALSE,W,239,111,40,90,44.4,28,59,47.45762712,12,31,38.7,19,25,76,12,37,49,24,7,1,12,20,10
UTA,4/23/17,UTA vs. LAC,FALSE,W,240,105,40,74,54.1,30,52,57.69230769,10,22,45.5,15,21,71.4,7,35,42,24,7,3,12,17,7
OKC,4/23/17,OKC vs. HOU,FALSE,L,240,109,42,85,49.4,35,66,53.03030303,7,19,36.8,18,32,56.3,10,30,40,20,10,12,17,20,-4
LAC,4/23/17,LAC @ UTA,TRUE,L,241,98,33,75,44,22,43,51.1627907,11,32,34.4,21,29,72.4,6,25,31,17,8,0,9,18,-7
IND,4/23/17,IND vs. CLE,FALSE,L,240,102,41,88,46.6,31,58,53.44827586,10,30,33.3,10,17,58.8,9,33,42,21,8,6,14,22,-4
HOU,4/23/17,HOU @ OKC,TRUE,W,240,113,37,85,43.5,26,50,52,11,35,31.4,28,33,84.8,13,32,45,19,13,2,19,26,4
CLE,4/23/17,CLE @ IND,TRUE,W,241,106,37,90,41.1,28,59,47.45762712,9,31,29,23,27,85.2,15,33,48,11,9,8,13,15,4
CHI,4/23/17,CHI vs. BOS,FALSE,L,241,95,32,76,42.1,27,52,51.92307692,5,24,20.8,26,33,78.8,12,32,44,19,5,3,12,23,-9
BOS,4/23/17,BOS @ CHI,TRUE,W,240,104,38,82,46.3,28,45,62.22222222,10,37,27,18,22,81.8,11,31,42,22,7,4,13,24,9
WAS,4/22/17,WAS @ ATL,TRUE,L,240,98,37,89,41.6,30,60,50,7,29,24.1,17,20,85,6,36,42,16,6,4,15,28,-18
TOR,4/22/17,TOR @ MIL,TRUE,W,240,87,33,80,41.3,28,58,48.27586207,5,22,22.7,16,17,94.1,4,37,41,16,11,6,12,19,11
SAS,4/22/17,SAS @ MEM,TRUE,L,265,108,41,97,42.3,32,67,47.76119403,9,30,30,17,17,100,8,29,37,16,11,3,9,24,-2
POR,4/22/17,POR vs. GSW,FALSE,L,240,113,39,90,43.3,26,57,45.61403509,13,33,39.4,22,27,81.5,11,41,52,17,5,6,16,23,-6
MIL,4/22/17,MIL vs. TOR,FALSE,L,240,76,30,81,37,25,60,41.66666667,5,21,23.8,11,18,61.1,13,37,50,16,8,3,20,21,-11
MEM,4/22/17,MEM vs. SAS,FALSE,W,266,110,38,82,46.3,26,55,47.27272727,12,27,44.4,22,24,91.7,8,43,51,19,3,3,22,21,2
GSW,4/22/17,GSW @ POR,TRUE,W,241,119,40,91,44,28,55,50.90909091,12,36,33.3,27,35,77.1,6,36,42,25,11,11,7,19,6
ATL,4/22/17,ATL vs. WAS,FALSE,W,240,116,44,89,49.4,35,64,54.6875,9,25,36,19,32,59.4,11,39,50,26,6,5,11,17,18
UTA,4/21/17,UTA vs. LAC,FALSE,L,239,106,36,69,52.2,22,35,62.85714286,14,34,41.2,20,29,69,3,24,27,16,5,2,11,26,-5
OKC,4/21/17,OKC vs. HOU,FALSE,W,239,115,46,83,55.4,37,64,57.8125,9,19,47.4,14,23,60.9,9,31,40,24,8,5,11,21,2
LAC,4/21/17,LAC @ UTA,TRUE,W,241,111,41,75,54.7,34,56,60.71428571,7,19,36.8,22,33,66.7,9,32,41,16,8,3,8,20,5
HOU,4/21/17,HOU @ OKC,TRUE,L,239,113,38,83,45.8,28,48,58.33333333,10,35,28.6,27,33,81.8,11,31,42,10,4,6,13,24,-2
CHI,4/21/17,CHI vs. BOS,FALSE,L,239,87,33,84,39.3,27,63,42.85714286,6,21,28.6,15,15,100,15,37,52,14,7,8,17,15,-17
BOS,4/21/17,BOS @ CHI,TRUE,W,237,104,41,86,47.7,24,49,48.97959184,17,37,45.9,5,7,71.4,7,30,37,34,11,2,12,12,17
TOR,4/20/17,TOR @ MIL,TRUE,L,240,77,24,71,33.8,18,49,36.73469388,6,22,27.3,23,30,76.7,9,31,40,11,6,4,15,21,-27
SAS,4/20/17,SAS @ MEM,TRUE,L,238,94,34,72,47.2,24,48,50,10,24,41.7,16,28,57.1,12,30,42,16,1,3,12,21,-11
MIL,4/20/17,MIL vs. TOR,FALSE,W,240,104,39,74,52.7,27,51,52.94117647,12,23,52.2,14,19,73.7,3,33,36,29,6,4,13,25,27
MEM,4/20/17,MEM vs. SAS,FALSE,W,239,105,39,77,50.6,30,55,54.54545455,9,22,40.9,18,20,90,6,27,33,21,2,3,5,24,11
IND,4/20/17,IND vs. CLE,FALSE,L,241,114,38,95,40,22,54,40.74074074,16,41,39,22,26,84.6,17,35,52,25,4,5,9,23,-5
CLE,4/20/17,CLE @ IND,TRUE,W,240,119,39,87,44.8,18,43,41.86046512,21,44,47.7,20,30,66.7,8,32,40,23,6,7,8,23,5
WAS,4/19/17,WAS vs. ATL,FALSE,W,239,109,39,86,45.3,32,64,50,7,22,31.8,24,33,72.7,11,32,43,22,10,10,11,29,8
POR,4/19/17,POR @ GSW,TRUE,L,240,81,30,90,33.3,23,56,41.07142857,7,34,20.6,14,19,73.7,11,36,47,17,9,7,18,19,-29
OKC,4/19/17,OKC @ HOU,TRUE,L,238,111,40,97,41.2,33,67,49.25373134,7,30,23.3,24,28,85.7,17,31,48,20,9,11,7,24,-4
HOU,4/19/17,HOU vs. OKC,FALSE,W,239,115,38,78,48.7,27,49,55.10204082,11,29,37.9,28,37,75.7,5,32,37,20,5,8,13,21,4
GSW,4/19/17,GSW vs. POR,FALSE,W,240,110,40,91,44,30,59,50.84745763,10,32,31.3,20,24,83.3,11,43,54,31,8,11,17,17,29
ATL,4/19/17,ATL @ WAS,TRUE,L,240,101,32,79,40.5,28,59,47.45762712,4,20,20,33,38,86.8,10,31,41,17,6,6,18,26,-8
UTA,4/18/17,UTA @ LAC,TRUE,L,241,91,32,70,45.7,22,45,48.88888889,10,25,40,17,22,77.3,3,30,33,15,7,2,13,16,-8
TOR,4/18/17,TOR vs. MIL,FALSE,W,240,106,37,77,48.1,23,48,47.91666667,14,29,48.3,18,25,72,6,34,40,24,6,4,12,22,6
MIL,4/18/17,MIL @ TOR,TRUE,L,240,100,36,87,41.4,25,64,39.0625,11,23,47.8,17,19,89.5,12,28,40,20,6,4,11,16,-6
LAC,4/18/17,LAC vs. UTA,FALSE,W,240,99,44,84,52.4,38,64,59.375,6,20,30,5,8,62.5,8,31,39,26,7,4,11,23,8
CHI,4/18/17,CHI @ BOS,TRUE,W,240,111,45,89,50.6,35,64,54.6875,10,25,40,11,14,78.6,12,32,44,28,12,6,10,17,14
BOS,4/18/17,BOS vs. CHI,FALSE,L,242,97,38,82,46.3,28,49,57.14285714,10,33,30.3,11,19,57.9,11,27,38,26,6,4,16,17,-14
SAS,4/17/17,SAS vs. MEM,FALSE,W,240,96,28,61,45.9,19,38,50,9,23,39.1,31,32,96.9,5,34,39,14,4,4,14,13,14
MEM,4/17/17,MEM @ SAS,TRUE,L,240,82,31,82,37.8,24,55,43.63636364,7,27,25.9,13,15,86.7,9,26,35,19,8,1,8,22,-14
IND,4/17/17,IND @ CLE,TRUE,L,239,111,43,84,51.2,35,64,54.6875,8,20,40,17,23,73.9,9,24,33,23,14,3,13,21,-6
CLE,4/17/17,CLE vs. IND,FALSE,W,239,117,42,76,55.3,29,45,64.44444444,13,31,41.9,20,23,87,7,30,37,19,6,8,18,16,6
WAS,4/16/17,WAS vs. ATL,FALSE,W,240,114,45,100,45,37,72,51.38888889,8,28,28.6,16,17,94.1,15,27,42,28,8,9,12,25,7
POR,4/16/17,POR @ GSW,TRUE,L,240,109,40,93,43,29,63,46.03174603,11,30,36.7,18,22,81.8,11,27,38,15,8,3,14,25,-12
OKC,4/16/17,OKC @ HOU,TRUE,L,240,87,30,81,37,21,52,40.38461538,9,29,31,18,23,78.3,7,34,41,19,8,5,15,19,-31
HOU,4/16/17,HOU vs. OKC,FALSE,W,241,118,45,91,49.5,35,58,60.34482759,10,33,30.3,18,26,69.2,14,42,56,21,8,3,11,19,31
GSW,4/16/17,GSW vs. POR,FALSE,W,239,121,43,81,53.1,32,54,59.25925926,11,27,40.7,24,28,85.7,9,36,45,26,7,10,16,24,12
CHI,4/16/17,CHI @ BOS,TRUE,W,241,106,39,91,42.9,31,65,47.69230769,8,26,30.8,20,23,87,20,33,53,22,10,7,16,18,4
BOS,4/16/17,BOS vs. CHI,FALSE,L,240,102,37,86,43,23,48,47.91666667,14,38,36.8,14,19,73.7,12,24,36,27,9,4,15,20,-4
ATL,4/16/17,ATL @ WAS,TRUE,L,240,107,34,78,43.6,27,53,50.94339623,7,25,28,32,39,82.1,13,35,48,18,5,3,19,22,-7
UTA,4/15/17,UTA @ LAC,TRUE,W,238,97,38,79,48.1,30,60,50,8,19,42.1,13,19,68.4,6,28,34,21,7,4,12,19,2
TOR,4/15/17,TOR vs. MIL,FALSE,L,242,83,27,75,36,22,52,42.30769231,5,23,21.7,24,33,72.7,8,39,47,15,3,4,10,21,-14
SAS,4/15/17,SAS vs. MEM,FALSE,W,239,111,41,76,53.9,31,57,54.38596491,10,19,52.6,19,25,76,8,34,42,16,4,11,9,20,29
MIL,4/15/17,MIL @ TOR,TRUE,W,240,97,38,85,44.7,29,62,46.77419355,9,23,39.1,12,15,80,9,34,43,22,5,5,5,23,14
MEM,4/15/17,MEM @ SAS,TRUE,L,241,82,31,79,39.2,24,59,40.6779661,7,20,35,13,17,76.5,8,27,35,17,7,6,8,20,-29
LAC,4/15/17,LAC vs. UTA,FALSE,L,241,95,36,81,44.4,28,57,49.12280702,8,24,33.3,15,17,88.2,8,32,40,20,6,4,15,18,-2
IND,4/15/17,IND @ CLE,TRUE,L,240,108,40,81,49.4,29,57,50.87719298,11,24,45.8,17,20,85,12,29,41,21,6,1,13,25,-1
CLE,4/15/17,CLE vs. IND,FALSE,W,240,109,42,78,53.8,31,50,62,11,28,39.3,14,27,51.9,10,24,34,26,7,2,11,19,1
